v1,v2,v3,v4,v5
ham,"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!","¡Just getin a bit arty con mis collages en el mo, well tryin 2 ne way! got a roast in a min adorable i shall enjoy that!",,
ham,"This is one of the days you have a billion classes, right?","Este es uno de los días en los que tienes mil millones de clases, ¿verdad?",,
ham,"Goodmorning, today i am late for 2hrs. Because of back pain.","Buenas noches, hoy tengo 2 horas de retraso por dolor de espalda.",,
ham,Ok then i'll let him noe later n ask him call u tmr...,Ok entonces yo le dejaré algo más tarde n pedirle que llame u tmr...,,
ham,Prabha..i'm soryda..realy..frm heart i'm sory,Prabha..i'm soryda..realy..frm corazón i'm sory,,
ham,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?,OK I'm waliking ard now... Do u wan me 2 comprar cualquier cosa ir de casa?,,
ham,* Will have two more cartons off u and is very pleased with shelves,* Tendrá dos cartones más y está muy contento con las estanterías,,
ham,Nice talking to you! please dont forget my pix :) i want to see all of you...,Buena conversación con ustedes! por favor no olvide mi pix :) quiero ver a todos ustedes...,,
spam,You have WON a guaranteed �1000 cash or a �2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p,Usted tiene un WON garantizado 1000 en efectivo o un premio 2000 para reclamar el premio yr llame a nuestro representante de servicio al cliente en 08714712379 entre 10am-7pm Cost 10p,,
ham,But really quite funny lor wat... Then u shd haf run shorter distance wat...,Pero realmente muy divertido lor wat... Entonces u shd haf correr distancia más corta wat...,,
ham,I notice you like looking in the shit mirror youre turning into a right freak,Siento que te gusta mirar en el espejo de la mierda que te estás convirtiendo en un terrible,,
ham,Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.,Sé que una persona maravillosa y cariñosa como tú sólo tendrá lo mejor en la vida.Sé que eres maravillosa y el amor de Dios es tuyo.,,
spam,"Thanks for your ringtone order, ref number K718. Your mobile will be charged �4.50. Should your tone not arrive please call customer services on 09065069120","Gracias por su pedido de sonido, ref número K718. Su teléfono móvil será cargado 4.50. Si su tono no llega por favor llame al servicio de atención al cliente en 09065069120",,
ham,"I prefer my free days... Tues, wed, fri oso can... �� ask those workin lor...","Prefiero mis días libres... Tues, wed, fri oso can...",,
ham,Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx,Alrite jod hows the review goin? Keris bin doin a smidgin. N e way u wanna cum over después de la universidad?xx,,
ham,If you have belive me. Come to my home.,"Si crees en mí, ven a mi casa.",,
ham,Oh k.k..where did you take test?,R: ¿Dónde has hecho la prueba?,,
ham,Those were my exact intentions,Estas fueron mis intenciones exactas,,
ham,haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons,haha pero no dinero leh... Más tarde tuvo que ir para la matrícula... Haha y buscando ranuras vacías para las lecciones de conducción,,
ham,"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat...","Hey... Thk nos juz go accordin a wat hemos discutido yest lor, excepto no kb en el sol... Cos hay nt mucha lección a ir si asistimos kb en sat...",,
ham,"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)","K, wen ur libre vienen a mi casa y también tel vikky i hav enviado correo a él también.. Better come evening il be free hoy aftr 6pm.. :-)",,
ham,Nothing just getting msgs by dis name wit different no's..,No hay nada más que msgs por dis nombre wit diferente no es..,,
ham,Good Morning plz call me sir,Buen día plz llámame señor,,
ham,What's your room number again? Wanna make sure I'm knocking on the right door,¿Cuál es tu número de habitación de nuevo?Quiero asegurarme de que estoy llamando a la puerta derecha,,
ham,\Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also bought��braindance��a comp.ofstuff on aphex��s ;abel,\Si.como no?!listened2the plaid álbum-quite gd&the new air1 que es hilarious-también compró braindance a comp.ofstuff en aphex s ;abel,,
ham,Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming,Pls dice a Nelson que los bb ya no son comin.El dinero que esperaba no vendría,,
ham,"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know.","Dale algo para beber, si ella lo toma y no vomita entonces usted su temp puede caer.",,
ham,Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is,Imagina que enviaste el texto al teléfono de casa. Que no muestra textos. Si aún quieres enviarlo su número es,,
ham,Every day i use to sleep after  &lt;#&gt;  so only.,Todos los días me acostumbro a dormir después de &lt;#&gt; así sólo.,,
ham,K I'll call you when I'm close,K te llamaré cuando esté cerca,,
ham,U buy newspapers already?,¿Ya compran periódicos?,,
ham,Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.,Nope wif mi sis lor... Aft bañando a mi perro entonces puedo bañarme... Parece que va 2 lluvia pronto.,,
ham,Boo I'm on my way to my moms. She's making tortilla soup. Yummmm,Boo I'm on my way to my moms. Ella está haciendo sopa de tortilla.,,
ham,No management puzzeles.,No hay puzzles de gestión.,,
ham,How did you find out in a way that didn't include all of these details,¿Cómo lo descubrió de una manera que no incluyó todos estos detalles?,,
spam,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!","Hi ya babe x u 4goten bout me?' scammers getting smart..Though esto es un vodafone regular no, si usted responde obtendrá más prem tasa msg/subscription. Otros nos usados también. ¡Cuidado!",,
spam,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls �1/minMobsmoreLKPOBOX177HP51FL,¿Puede U C me 2nite 4 alguna pasión sexy B4 ¿Tengo 2 volver? Chatea NOW 09099726481 Luv DENA Llamas 1/minMobsmoreLKPOBOX177HP51FL,,
ham,will you like to be spoiled? :),¿Te gustaría que te estropearan? :),,
spam,"Thanks for your ringtone order, ref number R836. Your mobile will be charged �4.50. Should your tone not arrive please call customer services on 09065069154","Gracias por su orden de sonido, número de ref R836. su teléfono móvil se cargará 4.50. Si su tono no llega por favor llame al servicio al cliente en 09065069154",,
ham,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.,Estoy recibiendo amenazas de su ejecutivo de ventas Shifad mientras planteaba una queja contra él.,,
ham,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?,Espero que las cosas se hicieran bien en'médicos' ;) me recuerda que todavía necesito 2go.did u c d pequeña cosa que dejo en el salón?,,
ham,Den wat will e schedule b lk on sun?,¿Cuál será el horario B en el sol?,,
ham,Lol enjoy role playing much?,¿Lol disfruta jugando mucho?,,
ham,Ok. Me watching tv too.,"Bueno, yo también estoy viendo televisión.",,
ham,I just lov this line: \Hurt me with the truth,Amo esta línea: Me duele con la verdad,i wil tolerat.bcs ur my someone..... But," Never comfort me with a lie\"" gud ni8 and sweet dreams"""
ham,"Just checked out, heading out to drop off my stuff now","Acabo de comprobar, saliendo para echar mis cosas ahora",,
ham,Here got lots of hair dresser fr china.,Aquí hay un montón de peluquería china.,,
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,Triste historia de un hombre - La semana pasada fue mi b'day. mi esposa no me deseó. mis padres se olvidaron. así lo hicieron mis hijos. yo fui al trabajo. incluso mis colegas no lo desearon.,,
ham,Ill call you evening ill some ideas.,No te llamen noche mala algunas ideas.,,
spam,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY,SplashMobile: ¡Elige entre 1000 toneladas de gr8 cada mes! ¡Este es un servicio de suscripción con toneladas semanales que cuestan 300p. U tienen un crédito - Kick Back y ENJOY,,
ham,Did you show him and wot did he say or could u not c him 4 dust?,"¿Le has mostrado lo que dijo, o no le has podido echar polvo?",,
ham,It should take about  &lt;#&gt;  min,¿Qué es &lt;#&gt; min,,
spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,No se oye de U4 por un tiempo. llamar 4 chat rude línea privada 01223585334 a cum. Wan 2C fotos de mí gettin shagged luego texto PIX a 8552. 2End enviar STOP 8552 SAM xxx,,
ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,"Bueno, ahora estoy en el autobús. -Si vengo pronto, mañana voy de otro modo.",,
ham,I cant pick the phone right now. Pls send a message,No puedo dejar de escribir. pls envíe un mensaje,,
spam,<Forwarded from 88877>FREE entry into our �250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com,<Enviado desde 88877>Entrada GRATUITA en nuestro comp semanal 250 simplemente envíe la palabra ENTER a 88877 NOW. 18 T&C www.textcomp.com,,
ham,Finish liao... U?,Finalizada la... ¿U?,,
spam,88066 FROM 88066 LOST 3POUND HELP,88066 de 88066 perdido 3 libras de ayuda,,
ham,Haha i think i did too,Haha creo que yo también lo hice,,
ham,U know we watchin at lido?,¿Sabéis que estamos viendo en Lido?,,
ham,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..,"Pasar la vida con alguien durante una vida puede ser insignificante, pero los pocos momentos pasados con alguien que realmente te ama significan más que la vida misma.",,
ham,"Haha awesome, I've been to 4u a couple times. Who all's coming?",He estado en 4u un par de veces. ¿Quiénes van a venir?,,
ham,Cold. Dont be sad dear,"No seas triste, querido",,
ham,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip,¿Piensas que puedo parar en como una hora o más? mi compañero de cuarto está buscando para almacenar para un viaje,,
ham,Is that on the telly? No its Brdget Jones!,¿Es eso en el telly? no es Brdget Jones!,,
ham,Love you aathi..love u lot..,"Te amo aathi, te amo mucho.",,
ham,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/,Hola! ¿Cómo r u? Im aburrido. Nunca pensé que id se aburría con la televisión pero yo soy.,,
ham,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...,Hmm...Bad news...Hype park plaza $700 estudio tomado...Sólo dejó 2 dormitorios-$900...,,
ham,"Sorry, I'll call later in meeting","Perdón, te llamaré más tarde en la reunión",,
ham,R �_ comin back for dinner?,R. ¿Vuelve a la cena?,,
ham,"I hav almost reached. Call, i m unable to connect u.","Llamé, no puedo conectar con ustedes.",,
ham,Whom you waited for yesterday,A quien esperaba ayer,,
ham,I reach home safe n sound liao...,Llegamos a casa con el sonido Liao...,,
ham,"Velly good, yes please!","Velly bueno, sí por favor!",,
ham,"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do","Hola, wkend ok pero viaje terrible. wk no bueno como tener un enorme registro de marcaje para hacer",,
ham,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon,Tengo dos más cartas de. las copiaré para ti cos uno tiene un mensaje para ti. habla pronto,,
ham,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8,"Alex conoce a un tipo que vende medias, pero está en el sur de Tapa y no creo que pueda configurarlo antes de 8",,
ham,Dont you have message offer,No tienes oferta de mensajes,,
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx,Tuvieron su teléfono móvil 11mths? Actualización para GRATUITO a los teléfonos de cámara de color más recientes de Orange & llamadas ilimitadas de fin de semana. llamar a Mobile Upd8 en freefone 08000839402 o 2StopTx,,
ham,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.","Hola, ¿cómo te sientes? 2 2NITE AMOR ANNIE X",,
ham,Remind me how to get there and I shall do so,Recuerda cómo llegar y lo haré,,
ham,:-( that's not v romantic!,¡Eso no es v romántico!,,
ham,Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.,"Bueno, eso es una cosa de Navidad, creo que he decidido mantener este mp3 que no funciona.",,
spam,You have 1 new message. Please call 08718738034.,Usted tiene 1 mensaje nuevo. por favor llame 08718738034.,,
ham,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX,"Hola, señorita, espero que tengas un buen tiempo.Cuándo estás de vuelta y a qué hora si puedes llamarme a casa.JESS XX",,
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches,<Enviado desde 21870000>Hola - esta es tu alerta de mensajes de la caja de correo SMS. Tienes 4 mensajes. Tienes 21 partidos. Por favor llame al 09056242159 para recuperar tus mensajes y encuentros,,
ham,Draw va?i dont think so:),¿Acaso no lo piensan así? :),,
ham,Dont pick up d call when something important is There to tell. Hrishi,No tomes la llamada cuando algo importante está ahí para decir.Hrishi,,
